topic,ques,options,type,ans,img,pageUrl,ans_detail
world geography,What is the Modern name of a country which has Abyssinia as its old name?,"[""Ethiopia"",""Egypt"",""Lebanon"",""Surinam""]",multiple choice,Ethiopia,,https://www.gktoday.in/quizbase/world-geography,Notes:Ethiopia is formerly known as Abyssinia. It was named Ethiopia around the 4th century by king Ezana as a new “christian” name for a kingdom he was converting.
world geography,"Which of the following country is known as Kalaallit Nunaat, meaning “Land of the people”?","[""Estonia"",""Greenland"",""Iceland"",""Panama""]",multiple choice,Greenland,,https://www.gktoday.in/quizbase/world-geography,"Notes:Greenland is the world’s largest island. It located between the Arctic and Atlantic oceans, east of the Canadian Arctic Archipelago. is known as Kalaallit Nunaat, meaning “Land of the people”."
world geography,"While going towards the centre of the earth, the weight of a body shall ?","[""Increase"",""Decrease"",""Remain Constant"",""Become infinite""]",multiple choice,Decrease,,https://www.gktoday.in/quizbase/world-geography,"Notes:While going towards the centre of the earth, the weight of a body shall decrease. This is because the distance from the centre of the earth reduces."
world geography,Mass of Sun is equal to how many moons of earth (approximately) ?,"[""2.7 Lakh"",""27 Lakh"",""270 Lakh"",""2700 Lakh""]",multiple choice,270 Lakh,,https://www.gktoday.in/quizbase/world-geography,"Notes:The mass of sun is equal to 270 lakh moons. About 1.3 million Earths could fit inside the sun. The mass of the sun is 1.989 x 1030 kilograms, about 333,000 times the mass of the Earth."
indian economy mcqs,In which year Reserve bank of India introduced Special Fund Facility for Security Settlement SFFSS?,"[""1999"",""2000"",""2001"",""2002""]",multiple choice,2000,,https://www.gktoday.in/quizbase/indian-economy-mcqs,"Notes:In the year 2000, the Special Fund Facility for Security Settlement, which was introduced as an amendment to Securities Contracts (Regulation) Act, 1956. The main purpose behind introducing such a facility was regularization and smoothening of security-related transactions."
indian economy mcqs,India’s first mega food park is located in:,"[""Delhi"",""Haridwar"",""Chandigarh"",""Lucknow""]",multiple choice,Haridwar,,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,Which of the following company introduced for the first time Traveller Cheques in the form of ‘circular notes’?,"[""Cox &amp; King"",""Thomas Cook"",""American Express"",""HSBC Bank USA""]",multiple choice,Thomas Cook,,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,"If a commodity has more number of substitutes, the demand for this commodity will be _______?","[""more elastic"",""less elastic"",""inelastic"",""perfectly elastic""]",multiple choice,more elastic,,https://www.gktoday.in/quizbase/indian-economy-mcqs,"Notes:Substitute goods are those goods which can be used in place of each other. Examples of substitute goods are : tea and coffee; ghee and edible oil. In case of substitute goods like tea and coffee, demand for a commodity falls with a fall in the price of other substitute goods."
indian economy mcqs,In context with the 4 concepts of Money supply in India (i,"[""M1 &amp; M2"",""M2 &amp; M4"",""M1 &amp; M4"",""M1 &amp; M3""]",multiple choice,M1 & M3,,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,In which among the following types comes the Interest Rate Risk?,"[""Credit risk"",""Market risk"",""Operational risk"",""All the above categories""]",multiple choice,Market risk,,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,What is the Value Added Tax (VAT)?,"[""A single tax that replaces State Taxes like surcharge, turnover tax, etc."",""A simple, transparent, easy to pay tax imposed on consumers."",""A new initiative taken by the government to increase the tax burden of high income groups."",""A new tax to be imposed on the producers of capital goods.""]",multiple choice,"A single tax that replaces State Taxes like surcharge, turnover tax, etc.",,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,Which of the following Price Indices of India is considered for measuring ‘Headline Inflation’?,"[""GDP Deflator"",""CPI-AL/RL"",""CPI-IW"",""WPI""]",multiple choice,WPI,,https://www.gktoday.in/quizbase/indian-economy-mcqs,
indian economy mcqs,"In recent times, the term “Import Substitution” was making news","[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,Both 1 & 2,,https://www.gktoday.in/quizbase/indian-economy-mcqs,"Notes:Import Substitution refers to a trade and economic policy based on the premise that a developing country should attempt to substitute products which it imports (mostly finished goods) with locally produced substitutes. This often times involves government subsidies, high tariff barriers and/or artificially maintained domestic currencies to protect local industries. Import substitution is also a policy strategy, e.g. as an attempt to utilize underused capacities, reduce regional unemployment or protect infant industries. This form of economic protectionism has helped some countries industrialize in the past, (such as South Korea and Taiwan) but these steps can be fraught with economic risks, most notably potential economic inefficiencies, uneconomical use of available resources, and ultimately leading to higher prices.During 60’s and 70’s import substitution strategy became popular in developing countries like such as Argentina, Brazil, and Mexico. Some nations still use it today. It extensively uses trade barriers to protect domestic industries from import competition and can lead to complete self sufficiency. For e.g. if fertilizer imports occur import substitution may call for establishment of a domestic fertilizer industry to produce replacement of fertilizer imports.Advantages: Risks of establishing home industry to replace imports are low, easier to protect domestic manufactures against foreign competitions; it provides jobs and reduces import expenditures.Disadvantages: Import substitution breeds corruption as the economy is more protected and within, for small nations, for indigenous development cost becomes very high of setting up own units, due to trade restrictions there are no incentives to increase efficiency as they are away from competition."
indian economy mcqs,The Human Capital Report is published by the:,"[""World Economic Forum"",""International Committee of the Red Cross"",""World Bank"",""Human Rights Foundation""]",multiple choice,World Economic Forum,,https://www.gktoday.in/quizbase/indian-economy-mcqs,"Notes: The Human Capital Report is published by the World Economic Forum. As per recent report, India has been ranked at 105th position globally."
general science chemistry,Which of the following is not a correct statement about Bitumen?,"[""It’s a mixture of highly condensed polycyclic aromatic compounds"",""Its is soluble in Carbon Disulphide"",""SARA analysis is used to determine bitumen chemistry"",""All of above are correct statements""]",multiple choice,All of above are correct statements,,https://www.gktoday.in/quizbase/general-science-chemistry,"Notes: Bitumen is a mixture of organic liquids that are highly viscous, black, sticky, soluble in carbon disulfide and composed of highly condensed polycyclic aromatic hydrocarbons."
general science chemistry,Which among the following element is an essential constituent of acids?,"[""Nitrogen"",""Hydrogen"",""Oxygen"",""Helium""]",multiple choice,Hydrogen,,https://www.gktoday.in/quizbase/general-science-chemistry,"Notes:Acids are molecules that are able to donate proton or H+ thus, hydrogen is essential for acids. However, there are exception to this such as Bronsted acids. A Bronsted acid is an acid which can accept an electron pair, but does not have a proton (H+) to donate. Examples of such acids are Aluminum Chloride (AlCl3), Boron Trifuoride (BF3)."
general science chemistry,"Kazimierz Funk or Casimir Funk, was a Polish biochemist, generally credited with the first formulation of the concept of which of the following ?","[""Amino Acids"",""DNA"",""RNA"",""Vitamins""]",multiple choice,Vitamins,,https://www.gktoday.in/quizbase/general-science-chemistry,"Notes:Kazimierz Funk (1884 – 1967) was a Polish biochemist, and one of the first to formulate the concept of Vitamins."
general science chemistry,"With reference to the nuclear fuels, how the Fissile material is different from the Fertile material? 1","[""Only 1 is correct"",""Only 2 is correct"",""Both 1 &amp; 2 are correct"",""Neither 1 nor 2 is correct""]",multiple choice,Only 2 is correct,,https://www.gktoday.in/quizbase/general-science-chemistry,"Notes:The fissile material is the one which undergoes nuclear fission (splitting of atom) upon bombardment by slow/fast neutrons. The fissile materials used are Uranium 235, Plutonium239 and Uranium233. (India is the only country in the world to use U 233 fuel, used in Purnima & Kamini Reactors. Fertile material is the one which by itself is not fissionable but will capture the neutron and will get converted to a fissile material. Examples are Uranium 238 becoming Plutonium 239. Thorium 232 becoming Uranium 233 etc."
general science chemistry,"Consider the following statements about soaps and detergents:While soaps are sodium salts of fatty acids, detergents are sodium salts of sulphonic acids","[""Only 1"",""Only 2"",""Both 1 &amp; 2"",""Neither 1 nor 2""]",multiple choice,Only 1,,https://www.gktoday.in/quizbase/general-science-chemistry,Notes:Second statement is incorrect because addition of soaps or detergents decreases the surface tension of water.
general science chemistry,Consider the following pairs:Water glass – Sodium silicateMohr’s salt – Ferrous ammonium sulphateCaustic soda – Sodium hydroxide    Which of the above is/are correct?,"[""1 &amp; 2 Only"",""3 Only"",""2 &amp; 3 Only"",""1, 2 &amp; 3""]",multiple choice,"1, 2 & 3",,https://www.gktoday.in/quizbase/general-science-chemistry,Notes:All given pairs are correctly matched
general science chemistry,Consider the following compounds:WaterCarbon dioxideCarbon monoxide  Which of the above is/are organic compound/compounds?,"[""2 &amp; 3 Only"",""1 Only"",""1, 2 &amp; 3"",""None""]",multiple choice,None,,https://www.gktoday.in/quizbase/general-science-chemistry,"Notes:Organic compounds not only have carbon bonds but also contain hydrocarbons or carbon bonded to hydrogen. A few types of carbon-containing compounds, such as carbides, carbonates, simple oxides of carbon (such as CO and CO2), and cyanides are considered inorganic. Water does not contain any carbon atom in its molecule, H2O. So water is only an inorganic compound."
